"S.
No.",Description,Average Price,% Change,Cities,Value,Month
13,Cooking Oil DALDA or Other Similar BEach,2727.71,-1.02,Khuz-dar,2769.89,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Islam-abad,1285,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Rawal-pindi,1285,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Gujran-wala,1301.61,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Sialkot,1304.96,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Lahore,1310,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Faisal-abad,1310,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Sar-godha,1310,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Multan,1310,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Baha-walpur,1303.29,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Karachi,1285,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Hyder-abad,1310,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Sukkur,1400,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Larkana,1390,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Pesha-war,1299.1,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Bannu,1200,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Quetta,1294.94,February 2024
14, Vegetable Ghee DALDA/HABIB 2.5 kg Each,1305.17,-0.45,Khuz-dar,1300,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Islam-abad,501.98,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Rawal-pindi,502.18,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Gujran-wala,502.98,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Sialkot,499,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Lahore,500.98,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Faisal-abad,483.32,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Sar-godha,499,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Multan,499,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Baha-walpur,506.98,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Karachi,499.42,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Hyder-abad,509,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Sukkur,509,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Larkana,514.98,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Pesha-war,500,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Bannu,470,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Quetta,499,February 2024
15,Vegetable Ghee DALDA/HABIB or Ot hEach,500.53,-0.45,Khuz-dar,513.98,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Islam-abad,240.5,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Rawal-pindi,199.12,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Gujran-wala,147.46,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Sialkot,153.8,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Lahore,136.38,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Faisal-abad,118.78,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Sar-godha,111.04,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Multan,148.47,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Baha-walpur,130,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Karachi,124.84,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Hyder-abad,102.26,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Sukkur,104.99,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Larkana,90.19,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Pesha-war,134.6,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Bannu,132.7,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Quetta,101.25,February 2024
16,Bananas (Kela) Local 1 Dozen,129.63,8.16,Khuz-dar,100,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Islam-abad,379.85,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Rawal-pindi,360.24,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Gujran-wala,323.96,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Sialkot,321.91,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Lahore,331.69,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Faisal-abad,346.54,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Sar-godha,338.65,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Multan,335.67,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Baha-walpur,317.26,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Karachi,343.3,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Hyder-abad,333.2,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Sukkur,340,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Larkana,322.6,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Pesha-war,336.63,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Bannu,303.9,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Quetta,361.84,February 2024
17,Pulse Masoor (Washed) 1 Kg,336.83,-0.79,Khuz-dar,336.63,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Islam-abad,323.94,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Rawal-pindi,299.91,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Gujran-wala,300,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Sialkot,290,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Lahore,274.09,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Faisal-abad,293.3,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Sar-godha,301.91,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Multan,307.85,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Baha-walpur,297.3,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Karachi,306.73,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Hyder-abad,335.9,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Sukkur,340,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Larkana,318.63,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Pesha-war,287.42,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Bannu,300,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Quetta,369.84,February 2024
18,Pulse Moong (Washed) 1 Kg,309.41,2.27,Khuz-dar,326.63,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Islam-abad,577.22,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Rawal-pindi,555.67,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Gujran-wala,539.85,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Sialkot,523.86,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Lahore,544.29,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Faisal-abad,569.94,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Sar-godha,549.93,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Multan,545.61,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Baha-walpur,530.57,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Karachi,538.28,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Hyder-abad,515.75,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Sukkur,520,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Larkana,567.67,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Pesha-war,552.21,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Bannu,575.67,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Quetta,563.33,February 2024
19,Pulse Mash (Washed) 1 Kg,547.13,1.33,Khuz-dar,536.65,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Islam-abad,281.23,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Rawal-pindi,267.73,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Gujran-wala,240,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Sialkot,232.99,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Lahore,250.9,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Faisal-abad,249.24,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Sar-godha,240,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Multan,272.84,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Baha-walpur,255.28,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Karachi,264.98,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Hyder-abad,249.05,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Sukkur,260,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Larkana,245.28,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Pesha-war,298.11,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Bannu,260,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Quetta,292.94,February 2024
20,Pulse Gram 1 Kg,260.39,1.01,Khuz-dar,276.63,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Islam-abad,81.8,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Rawal-pindi,72.99,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Gujran-wala,57.15,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Sialkot,58.56,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Lahore,57.82,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Faisal-abad,50.34,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Sar-godha,49.3,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Multan,51.85,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Baha-walpur,57.15,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Karachi,54.16,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Hyder-abad,47.03,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Sukkur,45.73,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Larkana,41.6,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Pesha-war,75.36,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Bannu,51.86,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Quetta,50.49,February 2024
21,Potatoes 1 Kg,55.27,-6.7,Khuz-dar,51.61,February 2024
22,Onions 1 Kg,193.82,-9.49,Islam-abad,235.05,February 2024
22,Onions 1 Kg,193.82,-9.49,Rawal-pindi,217.41,February 2024
22,Onions 1 Kg,193.82,-9.49,Gujran-wala,211.83,February 2024
22,Onions 1 Kg,193.82,-9.49,Sialkot,180.92,February 2024
22,Onions 1 Kg,193.82,-9.49,Lahore,188.86,February 2024
22,Onions 1 Kg,193.82,-9.49,Faisal-abad,171.48,February 2024
22,Onions 1 Kg,193.82,-9.49,Sar-godha,204.5,February 2024
22,Onions 1 Kg,193.82,-9.49,Multan,186.75,February 2024
22,Onions 1 Kg,193.82,-9.49,Baha-walpur,173.53,February 2024
22,Onions 1 Kg,193.82,-9.49,Karachi,194.47,February 2024
22,Onions 1 Kg,193.82,-9.49,Hyder-abad,182.66,February 2024
22,Onions 1 Kg,193.82,-9.49,Sukkur,176.94,February 2024
22,Onions 1 Kg,193.82,-9.49,Larkana,185.13,February 2024
22,Onions 1 Kg,193.82,-9.49,Pesha-war,218.84,February 2024
22,Onions 1 Kg,193.82,-9.49,Bannu,160.34,February 2024
22,Onions 1 Kg,193.82,-9.49,Quetta,196.56,February 2024
22,Onions 1 Kg,193.82,-9.49,Khuz-dar,227.83,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Islam-abad,157.32,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Rawal-pindi,137.91,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Gujran-wala,126.16,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Sialkot,129.41,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Lahore,121.1,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Faisal-abad,118.43,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Sar-godha,103.71,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Multan,114.28,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Baha-walpur,113.92,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Karachi,96.12,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Hyder-abad,85.74,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Sukkur,106.69,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Larkana,113.27,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Pesha-war,128.86,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Bannu,100.67,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Quetta,96.57,February 2024
23,Tomatoes 1 Kg,114.53,-17.13,Khuz-dar,117.34,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Islam-abad,154.53,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Rawal-pindi,151.23,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Gujran-wala,145,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Sialkot,145.6,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Lahore,147.02,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Faisal-abad,144.4,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Sar-godha,143.25,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Multan,142.54,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Baha-walpur,140,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Karachi,143.74,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Hyder-abad,140.16,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Sukkur,138,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Larkana,138.76,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Pesha-war,147.87,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Bannu,140.66,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Quetta,157.89,February 2024
24,Sugar Refined 1 Kg,145.03,-0.3,Khuz-dar,146.43,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Islam-abad,224.68,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Rawal-pindi,208.3,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Gujran-wala,200,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Sialkot,203.85,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Lahore,211.98,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Faisal-abad,202.56,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Sar-godha,209.13,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Multan,222.18,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Baha-walpur,203.72,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Karachi,225.88,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Hyder-abad,236.62,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Sukkur,195.83,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Larkana,197.8,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Pesha-war,204.38,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Bannu,186.43,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Quetta,224.31,February 2024
25,Gur (Average Quality) 1 Kg,209.28,0.8,Khuz-dar,206.46,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Islam-abad,71.19,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Rawal-pindi,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Gujran-wala,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Sialkot,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Lahore,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Faisal-abad,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Sar-godha,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Multan,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Baha-walpur,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Karachi,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Hyder-abad,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Sukkur,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Larkana,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Pesha-war,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Bannu,60,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Quetta,70,February 2024
26,Salt Powdered (NATIONAL/SHAN) 80 Each,69.23,0.55,Khuz-dar,66.49,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Islam-abad,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Rawal-pindi,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Gujran-wala,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sialkot,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Lahore,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Faisal-abad,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sar-godha,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Multan,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Baha-walpur,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Karachi,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Hyder-abad,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Sukkur,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Larkana,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Pesha-war,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Bannu,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Quetta,400,February 2024
27,Chilies Powder NATIONAL 200 gm Pa Each,400,0,Khuz-dar,400,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Islam-abad,705.85,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Rawal-pindi,679.19,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Gujran-wala,555.98,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Sialkot,559.87,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Lahore,572.52,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Faisal-abad,584.38,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Sar-godha,551.84,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Multan,604.32,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Baha-walpur,600,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Karachi,626.07,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Hyder-abad,579.49,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Sukkur,566.19,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Larkana,567.53,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Pesha-war,579.99,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Bannu,600,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Quetta,603.66,February 2024
28,Garlic (Lehsun) 1 Kg,594.6,1.01,Khuz-dar,593.26,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Islam-abad,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Rawal-pindi,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Gujran-wala,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Sialkot,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Lahore,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Faisal-abad,542.83,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Sar-godha,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Multan,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Baha-walpur,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Karachi,542.86,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Hyder-abad,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Sukkur,549.19,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Larkana,677.21,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Pesha-war,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Bannu,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Quetta,542.85,February 2024
29,Tea Lipton Yellow Label 190 gm Pack Each,551.28,-2.18,Khuz-dar,558.82,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Islam-abad,305.34,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Rawal-pindi,281.64,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Gujran-wala,375,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Sialkot,300,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Lahore,217.75,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Faisal-abad,300,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Sar-godha,250,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Multan,300,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Baha-walpur,273.17,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Karachi,318.77,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Hyder-abad,283.24,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Sukkur,200,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Larkana,240,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Pesha-war,200,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Bannu,250,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Quetta,344.98,February 2024
30,Cooked Beef at Average Hotel Per Plat e,275.82,0.28,Khuz-dar,319.68,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Islam-abad,217.6,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Rawal-pindi,203.54,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Gujran-wala,140,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Sialkot,120,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Lahore,133.18,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Faisal-abad,166.41,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Sar-godha,120,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Multan,122.07,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Baha-walpur,132.99,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Karachi,152.56,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Hyder-abad,163.9,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Sukkur,150,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Larkana,120,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Pesha-war,115.98,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Bannu,120,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Quetta,139.76,February 2024
31,Cooked Daal at Average Hotel Per Plat e,143.91,1.62,Khuz-dar,173.07,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Islam-abad,69.11,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Rawal-pindi,67.6,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Gujran-wala,60,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Sialkot,50,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Lahore,50.88,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Faisal-abad,63.16,February 2024
32,Tea Prepared Ordinary Per Cup,58.54,1.19,Sar-godha,56.46,February 2024
